"","x"
"558","HOUSING WORKS"
"559","HSS NON PAR PROVIDERS"
"560","HUASHI EYEWEAR"
"561","HUMANA AT HOME, INC."
"562","INFINICARE INC."
"563","INFUSION OPTIONS INC"
"564","INSTITUTE FOR CONTEMPORARY PSYCHOTHERAPY"
"565","INTELLECTUAL GIFT SLP, PC"
"566","INTERGEN HEALTH, LLC"
"567","INTERNATIONAL CENTER FOR THE DISABLED"
"568","INWOOD COMMUNITY SERVICES"
"569","INWOOD COMMUNITY SERVICES, INC."
"570","IRVINGTON HEALTHCARE PROVIDERS LLC"
"571","ISABELLA GERIATRIC CENTER, INC."
"572","ISLAND REHABILITATIVE SERVICES CORP."
"573","JANINE MANTZARIS PHYSICAL THERAPY PC"
"574","JEROME H SIEGEL MDPC"
"575","JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES"
"576","JEWISH CHILD CARE ASSOCIATION"
"577","JM PHYSICAL THERAPY, PC"
"578","JOINT EFFORT PHYSICAL THERAPY"
"579","JOJAN PHARMA INC"
"580","K ZARK MEDICAL P.C."
"581","KAKATIYA INC"
"582","KAREN HORNEY CLINIC"
"583","KENMAR SURGICAL AIDS, INC."
"584","KING COMMUNITY PHARMACY INC."
"585","KINGS HWY PHARMACY AND MEDICAL SUPPLY INC"
"586","KINGS RENAL SERVICES, PC"
"587","KINGSBORO OPTOMETRIC PC"
"588","KLB PHYSICAL THERAPY, PLLC"
"589","KOPPELMAN DENTAL"
"590","KOVACS CHIROPRACTIC SERVICES, P.C."
"591","LA CASA DE SALUD, INC"
"592","LEGENDARY SPEECH PATHOLOGY PLLC"
"593","LIBERTY HEARING CENTER"
"594","LIFE ADJUSTMENT CENTER, INC."
"595","LIFESPIRE, INC."
"596","LIFESTART"
"597","LIFETEST LLC"
"598","LINCOLN MEDICAL AND MENTAL HEALTH CENTER PROGRAM"
"599","LOS NINOS SERVICES"
"600","LOWER WEST SIDE HOUSEHOLD SERVICE CORPORATION"
"601","LSR ADVANCED MEDICAL CARE PLLC"
"602","LUV MY VISION OF BBA CORP"
"603","LUZATO MEDICAL GROUP, P.C."
"604","MACY'S VISION EXPRESS"
"605","MANANA PETROV PRIMARY MEDICAL CARE, PC"
"606","MANHATTAN COMPREHENSIVE MEDICAL CARE"
"607","MANHATTAN ENDOCRINOLOGIST PLLC"
"608","MANHATTAN MEDICAL & PSYCHIATRIC SERVICES, PC"
"609","MARC A ROSENBLATT MD LLC"
"610","MARGRET ULTRA HOME CARE INC"
"611","MARK THOMPSON ACUPUNCTURE AND PHYSICAL THERAPY"
"612","MARY RUTH BUCHNESS MD DERMATOLOGIST PC"
"613","MEDICAL OFFICE"
"614","MEDICAL OFFICE PC"
"615","MEDROCK MEDICAL PC"
"616","MENORAH HOME AND HOSPITAL ADULT DAY PROGRAM"
"617","METRO ATHLETIC MEDICINE &FITNESS PC"
"618","METRO ATHLETIC MEDICINE&FITNESS PC"
"619","METROPOLITAN CENTER FOR MENTAL HEALTH"
"620","METROPOLITAN HOMECARE WAY, INC."
"621","METROPOLITAN UROLOGICAL SPECIALIST, PC"
"622","METROPOLITAN UROLOGICAL SPECIALISTS, PC"
"623","MIDWOOD CHAYIM ARUCHIM DIALYSIS ASSOCIATES, INC"
"624","MILLIE R FELL MD PC"
"625","MISSION OF THE IMMACULATE VIRGIN"
"626","MJG NURSING HOME INC."
"627","MODERN MEDICAL CARE OF NY PLLC"
"628","MONTEFIORE MEDICAL CENTER NORTH DIVISION"
"629","MONTEFIORE MEDICAL CENTER-NORTH"
"630","MONTEFIORE NEW ROCHELLE HOSPITAL"
"631","MORNINGSIDE ACQUISITION I, LLC"
"632","MORNINGSIDE HOUSE NURSING HOME"
"633","MOTION PLUS PHYSICAL THERAPY, PC"
"634","MOUNT SINAI BETH ISREAL"
"635","MSKCC"
"636","MT SINAI MEDICAL CENTER"
"637","NARROWS MRI AND DIAGNOSTIC RADIOLOGY, PC"
"638","NASSAU UNIVERSITY MEDICAL CENTER"
"639","NEIGHBORHOOD CHANGE YOUTH ORGANIZATION"
"640","NEIGHBORHOOD DENTISTRY PC"
"641","NEPHROLOGY FOUNDATION OF BROOKLYN"
"642","NET 30, INC."
"643","NEW HORIZON COUNSELING CENTER"
"644","NEW YORK AND PRESBYTERIAN HOSPITAL"
"645","NEW YORK AUDIOLOGY CENTER,INC."
"646","NEW YORK CENTER FOR ADDICTION TREATMENT SERVICES, INC."
"647","NEW YORK CENTER FOR LIVING"
"648","NEW YORK CHILD RESOURCE CENTER"
"649","NEW YORK CHILD RESOURCE CENTER, INC."
"650","NEW YORK CITY CRIMINAL JUSTICE AGENCY, INC."
"651","NEW YORK CITY DEPARTMENT OF EDUCATION"
"652","NEW YORK CITY HEALTH AND HOSPITALS CORP"
"653","NEW YORK CONGREGATIONAL NURSING CENTER"
"654","NEW YORK EYE & EAR INFIRMARY"
"655","NEW YORK HEARING CENTER INC."
"656","NEW YORK HEART AND VASCULAR SPECIALISTS PC"
"657","NEW YORK INSTITUTE OF HEALTH AND BEHAVIOR"
"658","NEW YORK NEUROLOGY & SLEEP MEDICINE, P.C."
"659","NEW YORK ORTHOPAEDIC HOSPITAL ASSOCIATES, PC"
"660","NEW YORK PAIN CARE PC"
"661","NEW YORK PHYSICIANS LLP"
"662","NEW YORK PRESBYTERIAN MEDICAL CENTER"
"663","NEW YORK SERVICE NETWORK"
"664","NEW YORK STATE OFFICE OF MENTAL HEALTH"
"665","NEW YORK STATE PSYCHIATRIC INSTITUTE"
"666","NEW YORK UNIVERSITY COLLEGE OF DENTISTRY"
"667","NEW YORK UROLOGICAL ASSOCIATES PC"
"668","NEWYORK-PRESBYTERIAN HOSPITAL/COLUMBIA UNIVERSITY MEDICAL CENTER"
"669","NICHOLAS P. ROUSSIS, M.D., P.C."
"670","NICOLAS BIRO MEDICAL PC"
"671","NIRANJAN K MITTAL, PHYSICIAN, PLLC"
"672","NORTH BROOKLYN HEALTH NETWORK"
"673","NORTH MANOR OPERATIONS ASSOCIATES, LLC"
"674","NORTH MET OPERATIONS ASSOC LLC"
"675","NORTH SHORE PT OF NY PC"
"676","NORTHSTAR MEDICAL PLLC"
"677","NOVEL HOME HEALTH CARE SERVICES OF NEW YORK CORP."
"678","NY DRUGS INC"
"679","NY FOUNDLING HOSPITAL"
"680","NY INTEGRATIVE MEDICINE PC"
"681","NY METHODIST HOSPITAL"
"682","NY PRESBYTERIAN HOSPITAL"
"683","NY SOCIETY FOR THE RELIEF OF THE RUPTURED AND CRIPPLED MAINTAINING THE"
"684","NYC COMMUNITY MEDICAL CARE"
"685","NYC HEALTHCARE"
"686","NYCDOHMH"
"687","NYU COLLEGE OF DENTISTRY"
"688","OCEAN BREEZE ASSOCIATES, LLC"
"689","ODA PRIMARY HEALTH CARE NETWORK, INC."
"690","OHEL CHILDREN'S HOME AND FAMILY SERVICES"
"691","OHEL CHILDRENS HOME & FAMILY SERVICES"
"692","OMNI"
"693","OPTICAL WORLD"
"694","ORIENTAL SENIOR DAY CARE INC."
"695","ORTHOMEDICAL PRODUCTS, INC."
"696","OSAYUWARE INC"
"697","OVAL PHARMACY CORP"
"698","OZONE PARK MEDICAL CARE PLLC"
"699","PAINLESS, COMFORTABLE, VIGOROUS, VIBRANT, ALIVE AND HEALTHY INC"
"700","PALM BEACH HEALTH CARE AGENCY"
"701","PALM GARDENS ADULT DAY CARE"
"702","PARK AVENUE MAMMOGRAPHY"
"703","PARK EAST PLASTIC SURGERY PC"
"704","PARK GARDENS REHABILITATION AND NURSING CENTER LLC"
"705","PARK LENOX ORTHOPEDICS, PC"
"706","PARK SLOPE MEDICAL OFFICE PC"
"707","PARKSHORE HEALTHCARE LLC"
"708","PARKSIDE DENTAL PC"
"709","PARKWAY MEDICAL GROUP PLLC"
"710","PHARMACY DEPOT LLC"
"711","PHILIP SINOWAY"
"712","PHYSICAL THERAPY LINK PC"
"713","PHYSICIAN PAIN TREATMENT ASSOCIATES, PC"
"714","PHYSICIANS OF UNIVERSITY HOSPITAL PC"
"715","PIBLY RESIDENTIAL PROGRAMS, INC."
"716","PIGI'S WORLD"
"717","PODIATRY ASSOCIATES OF NEW YORK"
"718","POLLACK & ASSOCIATES, PT, OT & SLP, PLLC"
"719","POLSAK CORPORATION"
"720","PRECISION PAIN MANAGEMENT, PC"
"721","PREFERRED DENTAL CARE P.C."
"722","PREFERRED HEALTH PARTNERS"
"723","PREMIER ENDOSCOPY SUITES PC"
"724","PREMIER PHYSICAL THERAPY & WELLNESS OF THE UPPER WESTSIDE PC"
"725","PREMIER PHYSICAL THERAPY AND WELLNESS PC"
"726","PREMIUM HEALTH, INC."
"727","PRESTIGE LHCSA MANAGEMENT, INC"
"728","PRIME HOME HEALTH SERVICES, LLC"
"729","PROGRAM DEVELOPMENT SERVICES, INC"
"730","PROHEALTH & FITNESS"
"731","PROHEALTH AND FITNESS PT OT PLLC"
"732","PROHEALTH MEDICAL REHABILITATION"
"733","PROJECT HOSPITALITY INC."
"734","PROLIFE HOME CARE, INC."
"735","PROMED PERSONNEL SERVICE"
"736","PROMED PERSONNEL SERVICES"
"737","PROSPECT MEDICAL GROUP"
"738","PROVISTA SERVICES INC"
"739","PUERTO RICAN FAMILY INSTITUTE"
"740","QSAC, INC"
"741","QUALITY SERVICES FOR THE AUTISM COMMUNITY"
"742","QUICK DOCS MEDICAL, PLLC"
"743","QUIET DENTAL PC"
"744","RANDEM ASSOCIATES LLC"
"745","RDS PHARMACY INC"
"746","REALIZATION CENTER"
"747","RECOVERY PHYSICAL THERAPY"
"748","RED HOOK PHARMACY CORP"
"749","REHABCARE"
"750","REHOBOTH CARE INC."
"751","REPRODUCTIVE MEDICINE ASSOCIATES OF BROOKLYN LLP"
"752","RESA TREATMENT CENTER"
"753","RETINA ASSOCIATES OF NEW YORK,P.C."
"754","RETINA GROUP PC"
"755","RICHARD A. FAZIO MD, P.C."
"756","RICHARD BODIAN PT"
"757","RICHARD BODIAN,PT"
"758","RICHARD J. BEIRA, MD PC"
"759","RICHARD J. BEIRA, MD, PC"
"760","RINA CHAWLA OTR"
"761","RITE AID"
"762","RIVKA OPTICIANS"
"763","RJG CONSULTANTS INC."
"764","ROBERT LORBER DMD PC"
"765","ROBERT M. DIMICELI"
"766","ROMA RAJS PHYSICIAN PC"
"767","ROME CENTER LLC"
"768","RUSSELL L. BERDOFF, M.D., P.C."
"769","RYAN-NENA COMMUNITY HEALTH CENTER"
"770","S & A UNIFIED HOME CARE, INC."
"771","SAINT VINCENT'S CATHOLIC MEDICAL CENTER"
"772","SAINT VINCENTS COMPREHENSIVE CANCER CENTER"
"773","SAMUEL SCHULMAN INSTITUTE FOR NURSING & REHABILITATION"
"774","SANVIN PHYSICAL THERAPY PC"
"775","SBH PHYSICANS, PC"
"776","SBNH ACQUISITION LLC"
"777","SCHAROME CARES, INC."
"778","SCHWEIGER DERMATOLOGY PLLC"
"779","SEAPORT ORTHOPAEDIC ASSOCIATES, PC"
"780","SECAUCUS HEALTHCARE CENTER LLC"
"781","SEE INC"
"782","SEIDEN & PORJESZ LLP"
"783","SELFHELP ALZHEIMERS RESOURCE PROGRAM"
"784","SENIORBRIDGE (NC), INC."
"785","SENIORBRIDGE FAMILY COMPANIES (IL), INC."
"786","SENIORBRIDGE FAMILY COMPANIES (VA), INC."
"787","SETTLEMENT HEALTH AND MEDICAL SERVICES, INC."
"788","SHEIN ORTHOPAEDICS, PLLC"
"789","SHEMA KOLAINU - HEAR OUR VOICES"
"790","SHOREFRONT JEWISH GERIATRIC CENTER"
"791","SHOREFRONT JEWISH GERIATRIC CENTER INC."
"792","SILVER LINING HOMECARE AGENCY, INC."
"793","SISCK INC"
"794","SISTERS OF CHARITY HEALTH CARE SYSTEMS NH INC"
"795","SLR REHABILITATION MEDICINE ASSOCIATES"
"796","SMART MEDICAL PLLC"
"797","SMILE FAMILY DENTIST"
"798","SONALI LAL PHYSICIAN PC"
"799","SOTA MEDICAL SERVICES PC"
"800","SOUTH BRONX MENTAL HEALTH COUN CIL INC"
"801","SOVEREIGN TRANSPORTATION INC."
"802","SPECIAL EDUCATION ASSOCIATES"
"803","SPECS FOR LESS"
"804","SPEECH MATTERS SLP PLLC"
"805","SPLIT ROCK REHABILITATION & HEALTH CARE CENTER, LLC"
"806","SPRING HILL WELLNESS LLC"
"807","SS PLASTIC AND HAND SURGERY PC"
"808","ST CLOUD ROCHELLE PARK LLC"
"809","ST VINCENT CATHOLIC MEDICAL CENTERS"
"810","ST. MARY'S CENTER, INC"
"811","ST. VINCENT'S CATHOLIC MEDICAL CENTER"
"812","ST.LUKES-ROOSEVELT HOSPITAL"
"813","ST.VINCENT SERVICES IRA"
"814","STAFF MEDICAL SUPPLY INC"
"815","STARS DENTAL"
"816","STATE OF NEW YORK"
"817","STATEN ISLAND CARE CENTER"
"818","STATEN ISLAND PHYSICIAN PRACTICE PC"
"819","STEP BY STEP INFANT DEVELOPMENT CENTER"
"820","STEPHANIE TSENG"
"821","STEPHEN J NICHOLAS MD PC"
"822","STEUBEN OPERATIONS ASSOCIATES LLC"
"823","STOCKHOLM OBSTETRICS & GYNECOLOGICAL SERVICES, PC"
"824","STOP AND SHOP SUPERMARKET CO LLC"
"825","SUDHA PATEL MD PLLC"
"826","SUNDANCE HOME CARE INC."
"827","SUNSHINE DENTAL HOUSE PC"
"828","SUNSHINE MEDICAL PC"
"829","SUNY DOWNSTATE MEDICAL CENTER AT LICH"
"830","SUNY HEALTH SCIENCE CENTER AT BROOKLYN UNIVERSITY HOSPITAL OF BROOKLYN"
"831","T W CAPITAL CORP"
"832","TALIA SHWER PODIATRY PC"
"833","TASK SUPPLY"
"834","THE EDUCATIONAL ALLIANCE"
"835","THE EPILEPSY INSTITUTE"
"836","THE INSTITUTES OF APPLIED HUMAN DYNAMICS"
"837","THE IV MEDICAL DOCTOR, P.C"
"838","THE JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC"
"839","THE MOUNT SINAI MEDICAL CENTER"
"840","THE NEW YORK HOTEL TRADES COUNCIL AND HOTEL ASSOCIATION OF NEW YORK CI"
"841","THE NEW YORK PODIATRY ASSOCIATION, PLLC"
"842","THE OPTION TRANSPORTATION CORP"
"843","THE PUERTO RICAN ORGANIZATION TO MOTIVATE ENLIGHTEN AND SERVE ADDICTS"
"844","THE ROGOSIN INSTITUTE INC"
"845","THE ROGOSIN INSTITUTE, INC."
"846","THE SOCIAL THERAPY GROUP"
"847","THERAPEUTIC SERVICES, INC."
"848","THIS TOO SHALL PAST"
"849","THOMAS M. DELAURO, DPM, PC"
"850","TRANSPARENCY IN REGISTERED NURSING, PC"
"851","TRI CENTER"
"852","TRI-BORO PODIATRY PLLC"
"853","TRI-STATE HEARING"
"854","TRICIA STEPHENS LCSW-R PLLC"
"855","TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY"
"856","TZE ON POON, M.D. P.C."
"857","UES DENTAL PLLC"
"858","ULTIMATE SERVICES FOR YOU"
"859","UNA JANE VICTORIA ALLEN"
"860","UNICORN PHARMACY INC"
"861","UNION COMMUNITY HEALTH CENTER, INC"
"862","UNION SETTLEMENT ASSOCIATION"
"863","UNION SETTLEMENT HOME CARE SERVICES"
"864","UNITED CEREBRAL PALSY OF NYC"
"865","UNIVERSITY LANGUAGE SERVICES, INC."
"866","UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK"
"867","UPPER EAST ORTHOPAEDICS, PC"
"868","UPPER MANHATTAN MENTAL HEALTH"
"869","UPPER MANHATTAN MENTAL HEALTH CENTER, INC."
"870","UPPER MANHATTAN PHARMACY"
"871","UPTOWN HEALTHCARE MANAGEMENT, INC."
"872","USA OPTICAL LLC"
"873","USCG SECTOR NEW YORK MEDICAL"
"874","UVATOV PODIATRY PC"
"875","VICTORIA C. BELLUCCI, LCSW"
"876","VIKTOR GRIBENKO MD PC"
"877","VILKELIS CHIROPRACTIC, PC"
"878","VILLAGE DIAGNOSTIC AND TREATMENT CENTER"
"879","VISITING NURSE ASSOCIATION OF BROOKLYN, INC"
"880","VITAL MEDICAL SERVICES PC"
"881","VITALITY HEALTH MEDICAL"
"882","VNS CHOICE"
"883","VNSNY CHOICE"
"884","VOLUNTEERS OF AMERICA-GNY"
"885","WALL STREET MEDICAL PC"
"886","WARTBURG RECEIVER, LLC"
"887","WASHINGTON OPERATIONS ASSOCIATES LLC"
"888","WEDIKO CHILDREN'S SERVICES"
"889","WEILL CORNELL MEDICAL CENTER"
"890","WENG'S GROUP NY, INC"
"891","WESTON UNITED"
"892","WHITE GLOVE"
"893","WINGSPAN PSYCHIATRIC, LLC"
"894","WINMARK DRUG LTD"
"895","WOMEN'S LEAGUE COMMUNITY RESIDENCES, INC."
"896","WONDERWORLD EDUCATIONAL CENTER"
"897","WOODHULL MEDICAL GROUP"
"898","WYCKOFF ANESTHESIA AND MEDICAL SERVICES, PC"
"899","WYCKOFF DOCTORS"
"900","WYCKOFF HOSPITAL"
"901","WYCKOFF PEDIATRIC CARE CENTER"
"902","YELED V YALDA"
"903","YERTLE OPERATIONS LLC"
"904","YMCA COUNSELING SERVICE"
"905","YMCA OF GREATER NEW YORK"
"906","YMCA OF GREATER NY"
"907","ZEITOUN MEDICAL PLLC"
"908","ZOLTAN I SAARY MD PC"
"909",".COLUMBIA STREET LIMOUSINE SERVICE INC"
"910","#1 PERFECT CHOICE INC."
"911","1 2 3 PHARMACY INC"
"912","1 BETHESDA DRIVE OPERATING COMPANY, LLC"
"913","10 PARK PHARMACY INC."
"914","100 STREET ACUPUNCTURE PC"
"915","100 WAMPANOAG TRAIL OPERATING COMPANY, LLC"
"916","101 LASIK SURGICAL GROUP"
"917","1016 5TH AVE GYNECOLOGY PC"
"918","103 PHARMACY INC"
"919","1038 SB OPTICAL CORP"
"920","104TH ST OPTICAL INC"
"921","105 EAST 78 STREET MEDICAL"
"922","106-03 FLATLANDS AVENUE # 3A"
"923","110 METRO DRUGS, INC."
"924","110RXCORP"
"925","1110 PENNSYLVANIA AVENUE MEDICAL PLLC"
"926","112 SKI BOWL ROAD OPERATING COMPANY, LLC"
"927","1120 BRIGHTON MEDICAL GROUP"
"928","115 IRVING AVE PHARMACY INC"
"929","116 STREET DENTAL CARE PLLC"
"930","119 EINSTEIN PHARMACY INC."
"931","120 EAST 56TH STREET, SUITE 800, MEDICAL OFFICE BASED SURGERY, P.C."
"932","120 RIDER AVENUE OPERATING COMPANY, LP"
"933","1211 WPR MEDICAL SERVICES PC"
"934","123 DENTAL GROUP PC"
"935","123 LEARN TO SPEAK, INC"
"936","123 MEDICAL GROUP, P.C."
"937","124 RX CORP"
"938","125TH STREET DENTAL ARTS P.C."
"939","125TH STREET DENTAL LLP"
"940","125TH STREET ORTHODONTICS, PC"
"941","128 CENTRAL PARK SOUTH PHYSICIANS PLLC"
"942","128 PLASTIC SURGERY ASSOCIATES PLLC"
"943","1317 MEDICAL, P.C."
"944","1325 FIFTH AVE DRUGS INC"
"945","133 ACUPUNCTURE P.C."
"946","133RD STREET PHARMACY INC"
"947","137 PHARMACY CORP."
"948","139 CENTER PHARMACY, LLC"
"949","139 MEDICAL FACILITY P C"
"950","139 MEDICAL P.C."
"951","139 PHARMACY, INC."
"952","13TH AVE PHARMACY INC."
"953","141 DENTAL STUDIO PC"
"954","1413 FULTON ST PHARMACY"
"955","1413 FULTON ST PHARMACY, CORP."
"956","1413 RX CORP"
"957","145TH ST PHARMACY INC."
"958","149 DENTAL, P.C."
"959","1491 DEKALB AVE PHARMACY INC"
"960","1491 LEX PHARMACY INC"
"961","149TH PODIATRY SERVICES PLLC"
"962","149TH STREET OPTICAL CO INC"
"963","14TH STREET OPTICAL"
"964","150 RIVERSIDE OP. LLC"
"965","1501 MEDICAL PC"
"966","1534 VICTORY DME, LLC"
"967","1561 WESTCHESTER AVENUE MEDICAL OFFICES, PLLC"
"968","158 RX CORP"
"969","161 ST PHARMA INC"
"970","161 ST PHARMACY INC."
"971","1622 VOORHIES AVE PHARMACY INC"
"972","167 LIFE STAR PHARMACY CORP"
"973","1699 FANCY PHARMACY INC."
"974","16TH AVENUE DRUG CORP"
"975","16TH AVENUE PHARMACY INC."
"976","16TH STREET ACUPUNCTURE PLLC"
"977","170 WEST AVENUE OPERATING COMPANY, LLC"
"978","1721 CARNEGIE HILL PHARMACY INC"
"979","174 STREET DENTAL LLC"
"980","1746 PHARMACY CORP"
"981","1756 PHARMACY INC"
"982","1795 CONEY ISLAND PODIATRY PC"
"983","18 PHARMACY INC"
"984","1800TAXISTA.COM INC"
"985","181 PHARMACY INC."
"986","1818 COMO PARK BOULEVARD OPERATING COMPANY LLC"
"987","181ST STREET MEDICAL P.C."
"988","185 OLD MILITARY ROAD OPERATING COMPANY, LLC"
"989","1875 LEXINGTON AVENUE CORP OF NEW YORK"
"990","18TH AVE PHARMACY CORP"
"991","18TH AVE PROFESSIONAL DENTAL PC"
"992","18TH AVENUE DRUG STORE INC"
"993","1995 BROADWAY DENTAL ARTS PLLC"
"994","1DOCWAY, INC."
"995","1ST CHOICE HOME CARE SERVICES, INC"
"996","1ST CHOICE HOME CARE SERVICES, INC. (CDPAP)"
"997","1ST STEP TO HEALTH MEDICAL PC"
"998","1ST STEPS TO HEALTH MEDICAL, PC"
"999","20 EAST CHIROPRACTIC OF MIDTOWN"
"1000","20/20 OPHTHALMOLOGY"
"1001","20/20 OPTICAL BOUTIQUE"
"1002","20/20 OPTICAL BOUTIQUE INC."
"1003","200 BASSETT ROAD OPERATING COMPANY LLC"
"1004","200 BASSETT ROAD OPERATING COMPANY, LLC"
"1005","2000 NINOS INC."
"1006","2000 NINOS PHARMACY,INC"
"1007","2014 HEALTH, LLC"
"1008","2020 OPTOMETRY P.C."
"1009","2027 ALICO PHARMACY CORP"
"1010","205 MEDICAL CARE P.C."
"1011","2070 PHARMACY CORP"
"1012","2080 PHYSICAL THERAPY, P.C."
"1013","209 AVENUE P MEDICAL,PC"
"1014","209 NYC DENTAL LLP"
"1015","2090 DENTAL PC"
"1016","21 AVE PHARMACY & MEDICAL SUPPLY INC."
"1017","2116 KINGS HIGHWAY GI PLLC"
"1018","21ST AVENUE MEDICAL PLAZA PC"
"1019","21ST CENTURY DENTAL OF CANARSIE"
"1020","21ST CENTURY DERMATOLOGY, P.L.L.C."
"1021","21ST CENTURY FAMILY DENTAL P.C"
"1022","21ST CENTURY RADIOLOGY AND IMAGING, PC"
"1023","21ST CENTURYDENTAL COSMETIC HEALTH P.C"
"1024","222 CHELSEA PHARMACY INC"
"1025","225 BENNETT ROAD OPERATING COMPANY LLC"
"1026","229 BENNETT ROAD OPERATING COMPANY LLC"
"1027","2355 2ND AVE CORP"
"1028","23RD STREET OPTICAL"
"1029","24/7 HOMECARE AGENCY OF NY, INC"
"1030","25 CHAPEL STREET"
"1031","25 WESTCHESTER SQUARE OPTICAL CORP"
"1032","255 COLUMBUS AVE CORP"
"1033","2550 BOSTON PT PC"
"1034","2600 NIAGARA FALLS BOULEVARD AL OPERATING COMPANY, LLC"
"1035","2600 NIAGARA FALLS BOULEVARD OPERATING COMPANY LLC"
"1036","27 AUDUBON PHARMACY CORP"
"1037","27 BROADWAY DRUGS INC"
"1038","272 DRUG CORP"
"1039","274 BRIGHTON BEACH DRUGS INC"
"1040","278 PHARMACY INC."
"1041","2850 GRAND ISLAND BOULEVARD OPERATING COMPANY LLC"
"1042","2900 JOHNSON STREET OPERATING COMPANY, LP"
"1043","2AIM2PLEASE LLC"
"1044","2ND AVENUE TOOTH DOCTOR,PC"
"1045","3 BROTHERS OPTICAL DC"
"1046","3 GEM PHARMACY INC"
"1047","3 VISIONS OPHTHALMOLOGY P.C."
"1048","3 W 137 PHARMACY & MEDICAL SUPPLY, INC."
"1049","3- 9 DRUG INC"
"1050","30 CPS DENTAL, PLLC"
"1051","311 PHARMACY CORP"
"1052","3110 CUIDAMED PHARMACY INC."
"1053","315 ACUPUNCTURE PC"
"1054","32 CENTRAL DENTAL PROFESSIONAL CORPORATION"
"1055","3210 WEBSTER AVE PRESTIGE CAR SERVICE"
"1056","3300 HENRY AVENUE OPERATING COMPANY, LP"
"1057","334 MEDICAL PC"
"1058","3340 BROADWAY PHARMACY 2 INC"
"1059","337 LENOX MEDICAL SERVICES, P.C."
"1060","353 EMPIRE PHARMACY"
"1061","360 KNICKER CORP"
"1062","360 KNICKER CORP."
"1063","37 NORTH CHEMUNG STREET OPERATING COMPANY LLC"
"1064","370 PHARMACY CORP"
"1065","3817 BROADWAY PHARMACY"
"1066","3890 BROADWAY PHARMACY IV, INC."
"1067","3921 9TH AVE PHARMACY INC"
"1068","3938 GLEN DRIVE OPERATING COMPANY, LP"
"1069","39TH STREET PHARMACY INC."
"1070","3CK DENTIST, PLLC"
"1071","3D IMAGING"
"1072","3D REHABILITATION SERVICES, PT PC"
"1073","3T MRI ASSOCIATES,PLLC"
"1074","4-A-CHIRO,P.C."
"1075","405 86TH PHARMACY INC"
"1076","41 PARK DENTAL P.C."
"1077","420 2ND AVE DRUG CORP"
"1078","424 NEIGHBORHOOD PHARMACY INC"
"1079","424 ORTHOPEDICS LLC"
"1080","425 CEDARCREST ROAD OPERATING COMPANY, LP"
"1081","425 MEDICAL ASSOCIATES PC"
"1082","4290 WASHINGTON HEIGHTS DENTAL"
"1083","42ND STREET DENTAL ASSOCIATES, LLP"
"1084","42ND STREET DENTAL, ASSOCIATES"
"1085","42ND STREET PHYSICAL MEDICINE & REHABILITAION,P.C."
"1086","436 GWB MEDICAL OFFICE PC"
"1087","43RD ST. PHYSICAL MEDICINE AND REHABILITATION, PLLC"
"1088","44 BALL STREET OPERATING COMPANY LLC"
"1089","44 FOOTCARE, P.C."
"1090","44 GRAMERCY GI PLLC"
"1091","4459 BAILEY AVENUE OPERATING COMPANY LLC"
"1092","44TH STREET CHIROPRACTIC PC"
"1093","47TH STREET ENTERPRISE, LLC"
"1094","4800 BEAR ROAD OPERATING COMPANY LLC"
"1095","4800 BEAR ROAD OPERATING COMPANY, LLC"
"1096","48TH ST HOLISTIC SOLUTIONS"
"1097","48TH ST PHYSICAL THERAPY P C"
"1098","4N MEDICAL CARE PC"
"1099","4TH AVE PHARMACY INC."
"1100","4TH AVENUE DENTAL"
"1101","5 BOROUGH ANESTHESIA, PLLC"
"1102","5 BOROUGHS DIAGNOSTIC TESTING FACILITY LLC"
"1103","5 BOROUGHS DURABLE MEDICAL EQUIPMENT LLC"
"1104","5 POINT ACUPUNCTURE PLLC"
"1105","5 POINT PHYSICAL THERAPY PLLC"
"1106","500 OCEAN DENTAL,P.C"
"1107","5000 AVENUE K MEDICAL ASSOCS PC"
"1108","501 WEST MEDICAL, P.C."
"1109","505 DENTAL ASSOCIATES PLLC"
"1110","514 WILLIS AVE PHARMACY CORP"
"1111","523 PHARMACY CORP"
"1112","523PHARMACY"
"1113","5247 BROADWAY DRUGS INC"
"1114","53RD STREET MEDICAL PC"
"1115","540 EAST 43RD STREET PODIATRY PLLC"
"1116","5407 PHARMACY INC"
"1117","543 LENOX CORP"
"1118","54TH STREET DENTAL P.C."
"1119","56/7 DENTAL OFFICE PC"
"1120","57 WEST DERMATOLOGY LLC"
"1121","573 FORDHAM DENTAL PC"
"1122","5775 MAELOU DRIVE OPERATING COMPANY LLC"
"1123","5775 MAELOU DRIVE OPERATING COMPANY, LLC"
"1124","57TH ST. OPTICAL CORP."
"1125","57TH STREET CHIROPRACTIC, P.C."
"1126","580 ORCHARD PARK ROAD OPERATING COMPANY LLC"
"1127","586 MORRIS DENTAL PC"
"1128","58TH STREET MEDICAL, PLLC"
"1129","58TH STREET PHARMACY INC"
"1130","59 ST PHARMACY INC"
"1131","5999 BROADWAY INC"
"1132","5999 BROADWAY INC."
"1133","5BOROINTERVENTION INC"
